offensedescription,offenserace,offensegender,offenseage,offensezip,offensestatus
INJURED PERSON,B,M,30,75224,Suspended
CRIMINAL MISCHIEF,L,M,35,75211,Suspended
BURGLARY OF RESIDENCE,W,F,48,75209,Suspended
CRIMINAL MISCHIEF,L,M,22,75217,Suspended
WANT TO LOCATE,W,M,33,75474,Administratively Closed
CHILD ABANDONMENT,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
BMV   (PRIMARY),L,M,32,75220,Suspended
INVESTIGATION OF THEFT,B,F,57,75216,Suspended
FOUND PROPERTY,B,F,37,75089,Suspended
BMV,W,F,25,75204,Suspended
BURGLARY MOTOR VEHICLE,W,F,40,75211,Suspended
ACC INV DMG VEH/FLID,L,F,22,75211,Suspended
BMV,B,F,35,75217,Suspended
RECKLESS DAMAGE,B,F,29,75052,Suspended
CRIMINAL MISCHIEF,W,M,33,75173,Suspended
HARRASSING PHONE CALLS,L,F,47,75215,Suspended
BMV,B,F,30,76205,Suspended
INJURY TO A CHILD,Withheld,Withheld,Withheld,75241,Unfounded
ASSAULT MA - M/C,Withheld,Withheld,Withheld,75159,Cleared by Arrest
DUTY ON STRIKE UNATTEND VEH,L,F,25,75208,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75227,Cleared by Arrest
BURGLARY OF A MOTOR VEHICLE,B,F,24,75241,Suspended
BURGLARY OF A RESIDENCE,L,F,24,75238,Suspended
PRISONER PROPERTY,W,M,53,75202,Suspended
CRIMINAL MISCHEIF,W,M,19,75243,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75217,Cleared by Arrest
ACC INV DMG VEHICLE,B,M,64,75359,Suspended
BMV,W,F,26,75243,Cleared by Arrest
ASSAULT M/A,Withheld,Withheld,Withheld,75228,Cleared by Arrest
ACC INV DMG VEH/FLID,L,F,18,75249,Suspended
ASSAULT F/V W/STRANGULATION,Withheld,Withheld,Withheld,75204,Unfounded
CRIMINAL MISCHIEF,L,F,18,75034,Suspended
CRIMINAL MISCHIEF,L,M,36,75217,Suspended
BMV           (PRIMARY),L,M,49,75206,Cleared by Arrest
BURGLARY,L,F,22,75204,Suspended
INV OF HARASSMENT,B,F,30,75228,Suspended
PROTECTIVE CUSTODY,B,F,64,75217,Suspended
ATTEMPT UUMV,L,F,45,75212,Suspended
BURGLARY,B,M,28,75231,Suspended
INJURED PERSON,B,F,30,75220,Suspended
THEFT,L,M,35,75253,Suspended
ASSAULT F/V M/C,Withheld,Withheld,Withheld,75223,Cleared by Exceptional Arrest
RECKLESS DAMAGE,W,M,69,75082,Suspended
THEFT,Withheld,Withheld,Withheld,75081,Suspended
CRIMINAL MISCHIEF,B,F,37,75227,Suspended
BMV    (PRIMARY),A,M,30,77573,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75237,Suspended
AGGRAVATED ASSAULT,Withheld,Withheld,Withheld,75216,Open
BMV,W,F,32,75220,Suspended
UNEXPLAINED DEATH,B,F,53,75227,Suspended
THEFT,W,M,41,75206,Suspended
BURGLARY OF A RESIDENCE,B,F,71,75241,Cleared by Arrest
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75215,Cleared by Arrest
INJURY TO A CHILD,Withheld,Withheld,Withheld,75212,Unfounded
THREATENING PHONE CALLS,L,M,21,75217,Suspended
U U M V,W,M,22,75287,Suspended
DUTY ON STRIKE UNATTEND VEH,W,F,21,75165,Cleared by Exceptional Arrest
ACC INV DMG VEH,L,M,40,75211,Suspended
U.U.M.V.,B,M,23,75287,Unfounded
AUTO ACCESSORY THEFT,W,F,54,75287,Suspended
INJURY TO CHILD,Withheld,Withheld,Withheld,75231,Open
INJURY TO A CHILD,Withheld,Withheld,Withheld,75241,Cleared by Arrest
THEFT,W,F,46,75208,Suspended
BURGLARY,L,M,29,75220,Suspended
RECKLESS DAMAGE,B,F,45,75081,Suspended
BMV,L,M,20,75228,Suspended
ASSAULT FV/MC,Withheld,Withheld,Withheld,75241,Cleared by Arrest
LOST PROPERTY,W,F,46,75205,Suspended
BURGLARY OF RESIDENCE,W,M,50,75219,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
BMV,L,F,26,75218,Suspended
BURGLARY OF HABITATION,W,F,25,75287,Suspended
VERBAL ASSAULT,Withheld,Withheld,Withheld,75204,Suspended
THEFT,B,F,20,75042,Suspended
INV OF HARASSMENT-TEXT MESSAGE,L,F,31,75229,Suspended
AGGRAVATED ASSAULT,B,M,55,75219,Cleared by Arrest
CRIMINAL MISCHIEF,B,F,37,75211,Suspended
VIOLATION OF PROTECTIVE ORDER,Withheld,Withheld,Withheld,75237,Open
AUTO THEFT ACCESSORIES,L,M,34,75149,Suspended
INV OF HARASSMENT BY PHONE,Withheld,Withheld,Withheld,75240,Suspended
ROBBERY OF INDIV,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
AGGRAVATED ROBBERY,A,F,21,75228,Suspended
THEFT,W,F,25,32309,Suspended
HARRASSING PHONE CALLS,B,M,41,75146,Suspended
BMV,L,M,52,75223,Cleared by Arrest
INV OF AGGASLT//DEADLY CONDUCT,Withheld,Withheld,Withheld,75241,Suspended
BMV,L,M,28,75204,Suspended
ACC INV DMG VEHICLE,L,F,39,75206,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75220,Administratively Closed
BURGLARY OF MOTOR VEHICLE,L,F,45,75240,Suspended
INV OF AGG ASLT,W,M,53,75216,Suspended
CRIMINAL MISCHIEF,L,M,43,75220,Suspended
FOUND PROPERTY,W,F,22,75080,Suspended
PRISONER PROPERTY,W,F,46,75201,Suspended
INJURED PERSON,B,F,36,75211,Suspended
AUTO ACCESSORIES THEFT,B,M,41,75217,Suspended
UUMV,L,M,42,75253,Suspended
AGG SEX ASSAULT,Withheld,Withheld,Withheld,75216,Cleared by Arrest
BMV,B,F,49,75212,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75237,Administratively Closed
BURGLARY UNATACHED GARAGE,W,M,60,75228,Open
UNEXPLAIN DEATH//NATURAL DEATH,B,F,48,75215,Administratively Closed
ASSAULT M/C,Withheld,Withheld,Withheld,75224,Suspended
BURGLARY OF HABITATION,B,F,56,75253,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75217,Suspended
CRIMINAL MISCHIEF,B,F,56,75237,Suspended
UUMV,W,M,35,75252,Unfounded
ASSAULT M/A,Withheld,Withheld,Withheld,75216,Suspended
THEFT,B,F,29,75227,Cleared by Exceptional Arrest
UNEXPLAINED DEATH,B,F,75,75233,Suspended
INVESTIGATION OF ASSAULT MC,B,F,29,75243,Suspended
OBSCENE TEXT MESSAGES,L,M,35,75227,Suspended
AUTO ACCESSORY THEFT,L,F,23,75220,Suspended
BMV,B,M,73,75232,Suspended
BMV,L,M,37,76214,Suspended
INVESTIGATION OF BMV,L,F,99,75215,Suspended
RECKLESS DAMAGE,L,F,38,75220,Suspended
AGG ROBBERY,W,M,34,75023,Unfounded
ASSAULT FV STRANGULATION,Withheld,Withheld,Withheld,75240,Cleared by Exceptional Arrest
RECKLESS DAMAGE,L,F,28,75219,Cleared by Exceptional Arrest
INV OF BURGLAY,C,F,25,75230,Open
RECKLESS DAMAGE,W,M,27,75218,Suspended
LOST PROPERTY,B,M,46,75217,Suspended
INV HARRASSING PHONE CALLS,W,M,26,75231,Suspended
THEFT  (AUTO ACCESSORY),L,M,59,75219,Suspended
INV OF CREDIT CARD ABUSE,L,M,49,75214,Suspended
BMV,W,M,51,75219,Suspended
INVESTIGATION OF BURGLARY,L,F,23,75228,Open
THEFT,W,F,27,75287,Suspended
CRIMINAL MISCHIEF,L,M,34,75253,Suspended
INV OF THEFT,B,M,49,75243,Suspended
THEFT,W,F,48,75230,Suspended
INV AGG ROBBERY//AGG ROBBERY,W,M,28,75149,Suspended
BMV,L,M,29,75228,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75217,Administratively Closed
BURGLARY OF MOTOR VEHICLE,B,M,26,75236,Suspended
CRIMINAL MISCHIEF,W,F,71,75201,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,A,F,29,75243,Suspended
INV OF THEFT,W,M,57,75210,Suspended
THREAT BY PHONE,B,M,44,75227,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75216,Administratively Closed
LOST PROPERTY// THEFT,W,M,55,61554,Suspended
CRIMINAL MISCHIEF,B,F,38,75237,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75243,Administratively Closed
DUTY ON STRIKE UNATTENDED VEH,L,M,55,75227,Suspended
UUMV,L,M,26,75227,Suspended
RECKLESS DAMAGE,L,M,27,75206,Open
ASSAULT FV M/A,Withheld,Withheld,Withheld,75227,Cleared by Arrest
FOUND PROPERTY,B,F,47,75203,Suspended
UNEXPLAINED DEATH// NATURAL,B,F,96,75215,Administratively Closed
ASSAULT M/A,Withheld,Withheld,Withheld,75217,Suspended
INTERFERENCE W/CHILD CUSTODY,Withheld,Withheld,Withheld,75241,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,L,M,30,75211,Suspended
ASSAULT FV/MA,Withheld,Withheld,Withheld,75227,Cleared by Arrest
CRIMINAL MISCHIEF,L,F,46,75220,Suspended
BMV,W,M,46,72206,Suspended
DUTY ON STRIKE UNATTEND VEH,W,F,27,75206,Suspended
INV AGG ASSAULT//AGG ASSAULT,L,M,23,75206,Suspended
INVESTIGATION OF THEFT,B,M,22,74246,Suspended
ASSAULT M/C FV,Withheld,Withheld,Withheld,75232,Cleared by Arrest
INV OF HARASSMENT BY PHONE,W,M,26,75226,Suspended
PROTECTIVE CUSTODY,B,M,27,75211,Suspended
ASSAULT MC/THREAT,Withheld,Withheld,Withheld,75227,Suspended
FOUND PROPERTY,L,F,47,75220,Suspended
INVESTIGATION OF A THEFT,B,F,67,75216,Suspended
UNEX DEATH ACCIDENTAL DEATH,W,M,20,75204,Administratively Closed
BURGLARY,B,F,38,75224,Suspended
ASSLT FV (MA),Withheld,Withheld,Withheld,75231,Cleared by Exceptional Arrest
BMV,W,F,23,75219,Suspended
ROBBERY OF INDIVIDUAL,W,M,21,75227,Suspended
HARASSING/THREATENING PH CALLS,B,F,38,75220,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75241,Suspended
UUMV,B,M,45,75237,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75232,Open
UUMV,L,M,23,75220,Suspended
INV OF THEFT,W,M,56,75252,Suspended
THEFT,L,F,25,75081,Cleared by Exceptional Arrest
ASSAULT FV,Withheld,Withheld,Withheld,75208,Cleared by Arrest
ROBBERY,B,M,55,75210,Suspended
BURGLARY OF A HABITATION,A,F,32,75243,Suspended
BURG RESD,B,M,40,75241,Open
INVESTIGATION OF BURGLARY,B,F,39,75228,Suspended
BURGLARY,B,F,77,75241,Suspended
BURGLARY OF RESIDENCE,L,F,37,75231,Suspended
BURGLARY OF A RESIDENCE,L,F,40,75217,Suspended
ASSAULT F/V STRANGULATION,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
BURGLARY,W,M,51,75217,Suspended
UUMV,L,F,40,75240,Unfounded
BMV,B,M,24,75150,Suspended
AGGRAVATED ASSUALT,B,F,31,75210,Cleared by Arrest
ASSAULT M/C,Withheld,Withheld,Withheld,75208,Suspended
THEFT,W,F,23,75287,Suspended
LOST PROPERTY,B,F,42,75227,Suspended
ACC INV DMG VEHICLE,L,M,28,75228,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75243,Open
BMV,L,M,20,75052,Suspended
VERBAL ASSAULT MC,Withheld,Withheld,Withheld,75210,Cleared by Arrest
BURGLARY OF MOTOR VEHICLE,W,F,35,75243,Open
RETALIATION,B,F,32,75228,Unfounded
BMV,L,F,25,75137,Suspended
CRIMINAL MISCHIEF,B,F,64,75212,Suspended
INV OF HARASSMENT/PHONE CALLS,B,M,45,75104,Suspended
BMV,L,M,53,75217,Suspended
INVEST ID THEFT,B,M,82,75215,Suspended
INV OF BMV,W,M,22,75070,Suspended
AGGRAVATED ASSAULT D/W,W,M,39,75201,Suspended
FORGERY,W,F,33,75240,Suspended
DUTY ON STRIKE UNATTEND VEH,B,M,69,75243,Suspended
RECKLESS DAMAGE,W,M,32,75214,Suspended
INV OF HARASSMENT,W,F,29,75206,Suspended
B.M.V.,B,M,45,75234,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75248,Open
UNEXP DEATH//NATURAL DEATH,L,M,41,75220,Administratively Closed
AGG ASSAULT F/V,L,F,43,75228,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,W,M,71,75217,Suspended
ROBBERY,B,F,73,75231,Suspended
CRIMINAL MISCHIEF,B,F,27,76040,Unfounded
WANT TO LOCATE,W,F,38,75232,Administratively Closed
BMV,L,M,18,75080,Suspended
BURGLARY OF A MOTOR VEHICLE,B,F,49,75211,Suspended
ASSAULT (M/C) THREATS,Withheld,Withheld,Withheld,75254,Suspended
THEFT,B,F,27,75224,Suspended
BMV,W,M,47,75002,Suspended
INV IDENTITY THEFT,W,F,34,75238,Suspended
BMV,W,M,54,75205,Suspended
UUMV,L,M,37,75227,Suspended
BURGLARY,C,F,40,75234,Open
THEFT,W,F,34,75211,Suspended
CRIMINAL MISCHIEF,B,M,29,75215,Suspended
ACC INV DMG VEHICLE,W,M,27,75219,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75236,Administratively Closed
ASSAULT F/V M/C,Withheld,Withheld,Withheld,75232,Cleared by Arrest
ACC INV DMG VEHICLE,W,M,28,76002,Unfounded
INJURED PERSON,L,M,23,75220,Suspended
UUMV,B,F,57,75204,Suspended
THEFT,Withheld,Withheld,Withheld,75212,Suspended
BURGLARY OF A RESIDENCE,L,F,19,75236,Suspended
BMV,A,F,54,75228,Suspended
THEFT AUTO ACCESSORY,B,F,30,75227,Suspended
BMV,W,F,24,75024,Suspended
UUMV,W,M,61,78727,Suspended
UUMV,B,F,37,75231,Suspended
ASSAULT F/V M/C,Withheld,Withheld,Withheld,75217,Cleared by Arrest
THEFT,W,F,53,75230,Suspended
THEFT,B,M,57,75201,Suspended
BURGLARY OF RESIDENCE,L,F,72,75208,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75232,Suspended
BURGLARY,W,F,26,75206,Suspended
ACC INV DMG VEH,W,F,58,75006,Suspended
INVESTIGATION OF THEFT,W,F,61,75206,Suspended
CRIMINAL MISCHIEF,W,F,33,75212,Suspended
INV THEFT // THEFT,B,F,36,75154,Suspended
BURG OF RES,L,F,33,75212,Suspended
INJURED PERSON,L,M,25,77504,Suspended
CHILD CUSTODY VIOLATION,Withheld,Withheld,Withheld,75221,Cleared by Exceptional Arrest
ASSAULT FV STRANGULATION,Withheld,Withheld,Withheld,75228,Cleared by Exceptional Arrest
RECKLESS DAMAGE,W,M,58,72863,Suspended
RECKLESS DAMAGE,W,F,34,75287,Suspended
SEXUAL ASSAULT,Withheld,Withheld,Withheld,75137,Suspended
INV OF THEFT OF PROPERTY,B,F,47,75232,Open
AGG ROBBERY,B,M,21,75228,Suspended
DUTY ON STRIKE UNATTENDED VEH,W,F,51,75228,Suspended
BURGLARY UNATTACHED GARAGE,L,M,40,75216,Suspended
FOUND PROPERTY,B,M,61,75208,Suspended
BURGLARY,L,M,32,75216,Suspended
INV THEFT,B,F,44,76180,Suspended
INJURED PERSON,Withheld,Withheld,Withheld,75249,Administratively Closed
ASSAULT FV (STRANGULATION),Withheld,Withheld,Withheld,75228,Cleared by Arrest
INVEST OF AGG SEX ASSAULT,Withheld,Withheld,Withheld,75228,Administratively Closed
FRAUD,L,F,40,75217,Suspended
THEFT FROM A PERSON,Withheld,Withheld,Withheld,75237,Cleared by Arrest
BUG OF RESIDENCE,L,F,28,75217,Suspended
BMV,W,M,24,75149,Suspended
RECKLESS DAMAGE,L,F,38,75231,Suspended
INDECENCY WITH A CHILD,Withheld,Withheld,Withheld,75227,Suspended
ASSLT FV MA,Withheld,Withheld,Withheld,75211,Open
ATTEMPT UUMV,B,F,66,75232,Suspended
INV OF THEFT,W,F,88,75231,Suspended
ACC INV DAMAGE VEHICLE,W,M,19,76544,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,B,F,29,75216,Suspended
INV BMV//BMV,L,M,30,75211,Suspended
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75227,Suspended
BMV,W,M,34,72019,Suspended
ATTEMPT SUICIDE,Withheld,Withheld,Withheld,75087,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75212,Administratively Closed
DUTY ON STRIKE UNATTEND VEH,L,F,23,75210,Suspended
THEFT,L,F,38,75228,Suspended
THREATENING PH AND TEXT MESS,B,F,42,75287,Cleared by Exceptional Arrest
BURGLARY OF TRAILOR   (BMV),W,M,57,18504,Suspended
AGG ASSAULT,B,F,49,75216,Unfounded
UNEXP DEATH//NATURAL DEATH,B,M,59,75215,Administratively Closed
ACC INV DMG VEH/FLID,W,M,60,75218,Suspended
CRIMINAL MISCHIEF,B,F,19,75227,Suspended
INVESTIGATION OF BURG OF RES,L,M,24,75211,Suspended
ASSAULT FV M/A,Withheld,Withheld,Withheld,75212,Suspended
CRIMINAL MISCHIEF,L,M,32,75204,Suspended
NATURAL DEATH,W,F,90,75230,Administratively Closed
UUMV,L,M,28,75240,Unfounded
UNEXPLAINED DEATH,Withheld,Withheld,Withheld,75227,Suspended
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75217,Cleared by Arrest
THREATS,Withheld,Withheld,Withheld,75217,Suspended
UUMV,B,M,55,75093,Suspended
INVEST OF IDENTITY THEFT,W,F,56,75248,Suspended
BMV,B,M,21,75181,Open
UNEXP DEATH//NATURAL DEATH,B,F,73,75243,Administratively Closed
THEFT,L,F,86,75208,Suspended
BURGLARY OF MOTOR VEHICLE,W,F,25,75231,Suspended
BURGLARY OF HABITATION,B,M,45,75243,Suspended
THEFT  (PRIMARY),L,M,39,75228,Suspended
THEFT,W,F,22,75206,Suspended
THEFT OF FIREARM,B,M,21,75232,Open
ASSAULT MC,Withheld,Withheld,Withheld,75231,Suspended
BMV,L,M,23,75043,Suspended
BURG. OF RESIDENCE,B,M,50,75224,Suspended
BMV,B,F,52,75240,Suspended
BURGLARY,L,F,33,75217,Suspended
BURGLARY,W,F,39,75225,Suspended
CRIMINAL MISCHIEF,L,M,50,75233,Suspended
ACC INV DMG VEHICLE,L,F,56,75214,Suspended
NATURAL DEATH,W,F,95,75225,Suspended
CRIMINAL MISCHIEF,L,M,32,75052,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75215,Cleared by Arrest
INJURED PERSON,B,M,24,75243,Suspended
BMV,W,F,24,75206,Suspended
BURG OF RESIDENCE,A,M,46,75243,Suspended
UUMV,B,F,21,75224,Suspended
CRIMINAL MISCHIEF,L,F,39,75231,Suspended
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75227,Cleared by Arrest
ASSAULT M/C F/V,Withheld,Withheld,Withheld,75231,Cleared by Arrest
DEADLY CONDUCT,Withheld,Withheld,Withheld,75134,Suspended
INV -CRIM TRESPASS-HABITATION,W,M,56,75236,Suspended
ASSAULT FV M/A,Withheld,Withheld,Withheld,75217,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75217,Suspended
DUTY ON STRIKE FIX OR HWY LAND,W,M,76,75229,Suspended
ROBBERY,B,F,18,75228,Suspended
UNEXP DEATH NATURAL DEATH,W,M,63,75231,Administratively Closed
INVEST OF THEFT,W,F,57,75253,Suspended
BURG OF RESIDENCE,L,F,36,75211,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75224,Administratively Closed
UUMV,L,M,42,75160,Suspended
INV OF DEBIT CARD ABUSE,B,M,25,75206,Suspended
DUTY ON STRIKE UNATTEND VEH,L,M,39,75228,Unfounded
INV OF THEFT,L,M,36,75225,Suspended
ACC INV DMG VEH,W,F,23,75229,Suspended
ACC INV DMG VEHICLE  FLID,L,F,58,75235,Open
BURGLARY,L,M,37,75217,Cleared by Arrest
ASSAULT M/C VERBAL THREAT,Withheld,Withheld,Withheld,75216,Cleared by Arrest
BMV,L,F,28,75217,Suspended
BMV          (PRIMARY),B,M,68,75228,Suspended
AGGRAVATED ASSAULT PUBL SERVNT,W,M,25,75212,Cleared by Arrest
THEFT M/A,B,M,55,75243,Suspended
INV OF ID THEFT,W,M,21,75081,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75237,Cleared by Arrest
BURG OF RESID,B,F,29,75217,Open
THEFT OF MAIL,L,F,24,736,Suspended
AGG ASSAULT W/DW//DEAD CONDUCT,B,F,17,75227,Suspended
ATTEMPT SUICIDE,Withheld,Withheld,Withheld,75254,Suspended
AGGRAVATED ROBBERY,W,M,58,75220,Suspended
INJURY TO A CHILD,Withheld,Withheld,Withheld,75232,Cleared by Exceptional Arrest
RESIDENTIAL BURGLARY (GARAGE,W,F,35,75238,Open
DEADLY CONDUCT,Withheld,Withheld,Withheld,76140,Suspended
CRIMINAL MISCHIEF,W,M,53,75216,Suspended
BURGLARY OF A MOTOR VEHICLE,B,M,30,76155,Suspended
AGG ROBBERY,W,M,41,75204,Open
UUMV,W,M,44,75238,Suspended
AUTO ACCESSORY THEFT,W,F,32,75287,Suspended
RECKLESS DAMAGE,B,M,54,75141,Suspended
BMV,W,M,30,79761,Suspended
CRIMINAL MISCHIEF//BMV,W,M,29,75231,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75220,Suspended
CHILD ABANDONMENT,Withheld,Withheld,Withheld,75217,Suspended
CRIMINAL MISCHIEF,B,M,30,75254,Suspended
INVESTIGATION OF ASSAULT MC,B,F,20,75217,Suspended
INTERFERENCE W/CHILD CUSTODY,Withheld,Withheld,Withheld,75401,Cleared by Exceptional Arrest
AUTO ACC THEFT,C,M,48,75201,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75042,Suspended
UNEXPLAINED DEATH,W,F,35,75219,Open
CRIMINAL MISCHIEF,B,F,39,75149,Suspended
FAMILY VIOLENCE CLASS C,Withheld,Withheld,Withheld,75224,Cleared by Arrest
BMV,L,F,21,75209,Suspended
ROBBERY,Withheld,Withheld,Withheld,75238,Suspended
CRIMINAL MISCHIEF,B,M,52,75224,Suspended
B.M.V.     (PRIMARY),L,M,22,75220,Suspended
UUMV,L,M,35,75217,Suspended
FOUND PROPERTY,B,F,34,75050,Suspended
ASSAULT F/V STRANGULATION,Withheld,Withheld,Withheld,75287,Suspended
"INV OF ASSAULT, M/A",B,F,33,75116,Suspended
ASSAULT M/C,Withheld,Withheld,Withheld,75232,Suspended
UUMV,W,M,21,75142,Suspended
BURGLARY OF A RESIDENCE,L,M,29,75216,Suspended
HARRASSING PHONE CALL,B,F,52,75217,Suspended
CRIMINAL MISCHIEF,B,F,33,75236,Suspended
INV UUMV//UUMV-RECOVERED,W,M,52,75228,Suspended
BMV,W,F,35,75238,Suspended
ACC INV DMG INV,B,F,23,75226,Suspended
UNEXPLAINED DEATH,W,M,87,75251,Suspended
INV OF BMV//BMV,L,F,31,75002,Suspended
NATURAL DEATH,W,F,54,75127,Suspended
THEFT,B,M,34,75227,Suspended
INV IDENTITY THEFT,B,F,23,75115,Suspended
CRIMINAL MISCHIEF,L,M,70,75211,Suspended
CRIMINAL MISCHIEF,L,M,22,75211,Suspended
AGGRAVATED ROBBERY,L,M,29,75240,Suspended
ACC INV DMG VEHICLE,W,M,32,75150,Suspended
RECKLESS DAMAGE,B,M,52,75181,Suspended
INJURED PERSON,B,M,40,76018,Suspended
THEFT,W,F,55,75214,Suspended
CRIMINAL MISCHIEF,B,M,69,75217,Suspended
ASSAULT M/A,Withheld,Withheld,Withheld,75116,Cleared by Arrest
SEXUAL ASLT,Withheld,Withheld,Withheld,75219,Administratively Closed
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75241,Cleared by Exceptional Arrest
RETALIATION,W,M,27,75238,Cleared by Arrest
DUTY ON STRIKE UNATTENDED VEH,W,F,24,75211,Suspended
HARASSING PHONE CALLS,L,F,18,75227,Open
BMV,L,M,21,75211,Suspended
ASSAULT/THREAT,Withheld,Withheld,Withheld,75217,Suspended
CRIMINAL MICHIEF,W,F,69,75254,Suspended
UUMV,W,F,57,75229,Unfounded
ACC INV DMG VEHICLE,B,M,26,76040,Open
ASSAULT M/A (FV),Withheld,Withheld,Withheld,75212,Open
BURGLARY OF RESIDENCE,B,F,32,75211,Suspended
CRIMINAL MISCHIEF,L,F,24,75217,Suspended
UNEXPLAINED DEATH,W,M,67,75243,Open
CRIMINAL MISCHIEF,W,F,23,75253,Suspended
UNLAWFUL RESTRAINT,C,F,23,75243,Cleared by Exceptional Arrest
ACC INV DMG VEH,W,M,56,75088,Suspended
BURGLARY OF RESIDENCE,B,F,32,75249,Suspended
INV OF THEFT,W,M,43,75218,Suspended
BURGLARY,L,M,44,75214,Suspended
ACC INV DMG VEHICLE,W,M,24,75238,Suspended
PROTECTIVE CUSTODY,B,M,32,75001,Suspended
INJURED PERSON,B,M,33,75212,Suspended
ASSAULT M/C FV,Withheld,Withheld,Withheld,75240,Cleared by Arrest
CRIMINAL MISCHEIF,L,M,24,75228,Suspended
CRIMINAL MISCHIEF,B,M,29,75217,Suspended
BMV,L,F,33,75211,Suspended
BURG OF SHED,B,F,30,75228,Suspended
INJURED PERSON,B,M,25,75216,Suspended
ATTEMPT UUMV,W,M,47,75246,Suspended
BURGLARY OF A MOTOR VEHICLE,W,M,40,75104,Suspended
CRIMINAL MISCHIEF,B,M,37,54115,Suspended
BMV,W,M,55,75227,Suspended
INV OF THEFT,B,M,65,75215,Suspended
INVESTIGATION OF ROBBERY,L,M,42,75228,Suspended
BMV,L,F,66,75211,Suspended
INTERFER WITH CHILD CUSTODY,Withheld,Withheld,Withheld,75223,Cleared by Exceptional Arrest
WANT TO LOCATE,L,F,30,75217,Suspended
HARASSMENT,B,M,39,75203,Suspended
INVESTIGATION OF BMV,W,M,51,75241,Suspended
FV ASSAULT M/C,Withheld,Withheld,Withheld,75215,Cleared by Arrest
CRIMINAL TRESPASS,L,F,29,75241,Suspended
BMV,W,F,24,75206,Suspended
THEFT,B,M,41,75115,Suspended
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75227,Cleared by Exceptional Arrest
CRIMINAL MISCHIEF,L,F,20,75243,Suspended
AGG ASSAULT W/DW//AGG ROBBERY,C,M,23,75248,Open
ACC INV DMG VEH,W,M,74,75218,Suspended
ASSAULT F/V M/A,Withheld,Withheld,Withheld,75217,Cleared by Exceptional Arrest
CRIMINAL TRESPASS,L,F,23,75233,Suspended
BMV,B,F,63,75227,Suspended
RUNAWAY,Withheld,Withheld,Withheld,75227,Administratively Closed
BMV,B,M,21,75228,Suspended
CRIMINAL  MISC,B,M,33,75216,Suspended
INJURED PERSON,W,F,60,75217,Suspended
RECKLESS DAMAGE,W,F,44,76051,Open
RUNAWAY,Withheld,Withheld,Withheld,75220,Administratively Closed
U.U.M.V.,B,M,26,75023,Suspended
AGGRAVATED ASSAULT FV,B,F,20,75227,Cleared by Arrest
ASSAULT M/A F/V,Withheld,Withheld,Withheld,75232,Suspended
UUMV/RECOVERED,B,M,22,75216,Suspended
CRIMINAL MISCHIEF,L,F,32,75240,Suspended
ASSAULT STRANGULATION FV,Withheld,Withheld,Withheld,75227,Open
ACC INV DMG VEH,B,F,35,75216,Suspended
LOST PROPERTY,B,M,43,75033,Suspended
RECKLESS DAMAGE,B,M,40,75216,Suspended
BURGLARY,B,M,55,75216,Suspended
WANTED TO LOCATE,W,F,56,75241,Administratively Closed
CRIMINAL MISCHIEF,B,M,39,79190,Suspended
U.U.M.V,L,M,47,75208,Suspended
BURGLARY OF RES,L,F,33,75228,Suspended
DUTY ON STRIKE UNATTENDED VEH,L,F,24,75040,Suspended
INOXICATION MANSLAUGHTER,L,M,20,75208,Open
